ticker,stage,model,rmse,mape,da,time,predictions,actual,features_count,features
SBER,1,CatBoostModel,3.9140111116489438,1.0911962910598794,77.77777777777779,1.4823467016220093,"[305.0992214987453, 302.54308173435294, 309.60921804698927, 308.11673763597645, 310.4280983013729, 313.18256112870483, 315.66990298782935, 319.52724539291665, 320.20576010688825, 315.07788998007493]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",1,['close']
SBER,1,RegressionModel,4.75290572997198,1.338611020072277,66.66666666666666,2.4972476959228516,"[303.9226999999998, 299.39249999999987, 307.15019999999987, 313.63639999999987, 310.5549999999998, 310.9556999999997, 315.90830000000017, 320.55510000000015, 320.4507000000001, 313.28559999999993]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",1,['close']
SBER,6,RandomForest,4.624494564598396,1.3392615624183086,55.55555555555556,20.960044860839844,"[303.5573999999999, 301.1284999999999, 306.15470000000005, 314.2306999999999, 311.74920000000003, 310.2509999999999, 314.4062999999998, 318.5772999999999, 318.20540000000005, 314.6371]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
SBER,6,XGBModel,5.4030039145950886,1.5109141553358485,44.44444444444444,1.0211320400238038,"[303.5625305175781, 298.3761901855469, 307.8335266113281, 313.5009765625, 309.1305847167969, 311.3521728515625, 311.0386047363281, 317.5763244628906, 318.9222412109375, 317.0176696777344]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
SBER,6,CatBoostModel,5.164950667317696,1.2313585446442583,66.66666666666666,8.299099564552307,"[298.8652668609888, 296.11326620008026, 308.35882608302813, 309.04946123689353, 308.5870122054634, 309.78517387298814, 316.3093806847437, 316.8906665847395, 316.79229548298593, 316.1373470533423]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
SBER,6,RegressionModel,4.624494564598396,1.3392615624183086,55.55555555555556,21.108801007270813,"[303.5573999999999, 301.1284999999999, 306.15470000000005, 314.2306999999999, 311.74920000000003, 310.2509999999999, 314.4062999999998, 318.5772999999999, 318.20540000000005, 314.6371]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
VKCO,1,RandomForest,9.039652747755282,2.628433913880867,44.44444444444444,1.126242995262146,"[249.33299999999977, 249.32699999999983, 256.585, 266.5230000000002, 270.665, 271.44599999999986, 284.35400000000004, 281.7789999999999, 282.72799999999967, 276.94199999999995]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",1,['close']
VKCO,1,XGBModel,9.5223811261758,2.60384780941872,55.55555555555556,0.11039538383483886,"[253.9042205810547, 271.1734313964844, 253.02352905273438, 274.336181640625, 271.6465759277344, 273.5845947265625, 280.79833984375, 282.0679931640625, 278.50396728515625, 268.6643981933594]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",1,['close']
VKCO,1,CatBoostModel,9.6084928201736,2.909026256801429,55.55555555555556,1.2491113185882567,"[254.0886535787157, 256.6679188532628, 255.90877449754805, 264.4586626982996, 267.8873528302463, 269.09514637725124, 280.9168037411239, 281.21796164664795, 284.2270472404847, 274.2506310546887]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",1,['close']
VKCO,1,RegressionModel,9.039652747755282,2.628433913880867,44.44444444444444,1.1347281217575074,"[249.33299999999977, 249.32699999999983, 256.585, 266.5230000000002, 270.665, 271.44599999999986, 284.35400000000004, 281.7789999999999, 282.72799999999967, 276.94199999999995]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",1,['close']
VKCO,6,RandomForest,9.959219577858525,2.8969203191249617,22.22222222222222,8.838727521896363,"[260.40399999999977, 254.90399999999997, 254.04799999999975, 273.26400000000007, 271.27, 271.70199999999994, 280.02399999999994, 274.12799999999993, 280.8309999999999, 275.03299999999996]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
VKCO,6,XGBModel,13.399077040898977,4.3547322417035605,44.44444444444444,0.868128776550293,"[272.6396484375, 261.97991943359375, 258.8222351074219, 271.00390625, 287.3374938964844, 273.8904113769531, 271.7095947265625, 276.9801940917969, 292.7188720703125, 270.74163818359375]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
VKCO,6,CatBoostModel,17.061828213183187,5.739985936036905,44.44444444444444,7.637290024757386,"[267.0715965736, 266.8799268000214, 259.20856647458595, 282.2678253882069, 280.39114481663796, 286.76129888175683, 298.772010566526, 307.19432565608736, 299.5171329914541, 286.3945530635125]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
VKCO,6,RegressionModel,9.959219577858525,2.8969203191249617,22.22222222222222,8.935842394828796,"[260.40399999999977, 254.90399999999997, 254.04799999999975, 273.26400000000007, 271.27, 271.70199999999994, 280.02399999999994, 274.12799999999993, 280.8309999999999, 275.03299999999996]","[248.3, 255.3, 274.4, 272.5, 272.8, 283.6, 282.8, 283.6, 272.9, 263.8]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
VTBR,1,RandomForest,3.6156830661715835,2.468776040407332,33.33333333333333,1.6893192291259767,"[85.27910000000003, 83.97560000000004, 85.29600000000002, 86.26000000000002, 85.83419999999992, 85.30490000000002, 86.70909999999999, 89.18720000000003, 88.04180000000005, 94.87079999999986]","[83.3, 85.39, 86.32, 85.4, 85.52, 87.24, 87.84, 87.93, 98.55, 97.3]",1,['close']
VTBR,1,XGBModel,3.63794324413609,2.4812017340272905,44.44444444444444,0.11354665756225586,"[84.49671936035156, 84.69293212890625, 86.3858642578125, 88.63525390625, 86.90765380859375, 85.23672485351562, 88.57596588134766, 88.12268829345703, 88.4477310180664, 93.92601776123047]","[83.3, 85.39, 86.32, 85.4, 85.52, 87.24, 87.84, 87.93, 98.55, 97.3]",1,['close']
VTBR,1,CatBoostModel,3.8281539199992407,2.4516168427121725,44.44444444444444,1.36248619556427,"[82.26587298854443, 84.30999765748774, 85.61568448818203, 86.43123249540402, 85.64485619908487, 84.83808374494777, 85.98065835036047, 87.94470357337111, 87.62570542355559, 93.53570332043076]","[83.3, 85.39, 86.32, 85.4, 85.52, 87.24, 87.84, 87.93, 98.55, 97.3]",1,['close']
VTBR,1,RegressionModel,3.6156830661715835,2.468776040407332,33.33333333333333,1.7362313747406006,"[85.27910000000003, 83.97560000000004, 85.29600000000002, 86.26000000000002, 85.83419999999992, 85.30490000000002, 86.70909999999999, 89.18720000000003, 88.04180000000005, 94.87079999999986]","[83.3, 85.39, 86.32, 85.4, 85.52, 87.24, 87.84, 87.93, 98.55, 97.3]",1,['close']
VTBR,6,RandomForest,3.2883947792197907,2.213771204683852,44.44444444444444,14.237685918807983,"[85.3636, 83.96429999999998, 85.36889999999995, 86.51299999999998, 85.52359999999997, 85.2869, 86.64980000000001, 88.66219999999997, 88.95720000000003, 95.91729999999987]","[83.3, 85.39, 86.32, 85.4, 85.52, 87.24, 87.84, 87.93, 98.55, 97.3]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
